bundle_version,cut,window,series,series_label,vol_ann,sharpe_excess_cdi,sortino_excess_cdi,max_drawdown,pct_neg_months,worst_month,best_month,N_months,report_id
v13b1,D6M,5Y,CDI,CDI (TR),0.011870050478437559,0.0,0.0,0.0,0.0,0.0011,0.0128,61.0,REL_IND_D6M_CDI_5Y
v13b1,D6M,5Y,IBOV,Ibovespa (TR),0.18271970381963307,-0.12609067317402273,-0.24406842680739718,-0.22286686895037167,0.45901639344262296,-0.115,0.159,61.0,REL_IND_D6M_IBOV_5Y
v13b1,D6M,5Y,SP500_PR,S&P 500 BRL (Price Return),0.15716927305756243,0.29699315275155586,0.4964417428040364,-0.2712857466321318,0.4262295081967213,-0.09050000000000001,0.1092,61.0,REL_IND_D6M_SP500_PR_5Y
v13b1,D6M,5Y,SP500_TR,S&P 500 BRL (Total Return),0.15739877329911303,0.391161269871925,0.6548643485079654,-0.2624106304995525,0.4262295081967213,-0.0897,0.1101,61.0,REL_IND_D6M_SP500_TR_5Y
v13b1,D6M,10Y,PA,Portfólio A (TR),0.21806933062372083,0.37158630151637906,0.5852789795883191,-0.32472335823999987,0.39669421487603307,-0.2459,0.2179,121.0,REL_IND_D6M_PA_10Y
v13b1,D6M,10Y,PB,Portfólio B (TR),0.21698893744890915,0.4828478552463953,0.6714560967885448,-0.3172201600000003,0.38016528925619836,-0.2724,0.1598,121.0,REL_IND_D6M_PB_10Y
v13b1,D6M,10Y,PC,Portfólio C (TR),0.2977761399451963,0.4038622219092492,0.6016126618243915,-0.3829542655,0.4214876033057851,-0.3162,0.2714,121.0,REL_IND_D6M_PC_10Y
v13b1,D6M,10Y,CDI,CDI (TR),0.011186833317316455,0.0,0.0,0.0,0.0,0.0013,0.0128,121.0,REL_IND_D6M_CDI_10Y
v13b1,D6M,10Y,IBOV,Ibovespa (TR),0.2165757491975864,0.16778983056242258,0.23118284200491868,-0.3685573629100001,0.4049586776859504,-0.299,0.1697,121.0,REL_IND_D6M_IBOV_10Y
v13b1,D6M,10Y,SP500_PR,S&P 500 BRL (Price Return),0.17377985332450824,0.460154901569753,0.7625059460608824,-0.2712857466321319,0.4049586776859504,-0.1359,0.1763,121.0,REL_IND_D6M_SP500_PR_10Y
v13b1,D6M,10Y,SP500_TR,S&P 500 BRL (Total Return),0.17429236608650722,0.5603424104907652,0.9325918115492988,-0.2624106304995525,0.3884297520661157,-0.1349,0.1777,121.0,REL_IND_D6M_SP500_TR_10Y
v13b1,D6M,15Y,PA,Portfólio A (TR),0.18340545691988727,0.16678040426834043,0.25620788356499974,-0.31810779168552406,0.3867403314917127,-0.2247,0.1629,181.0,REL_IND_D6M_PA_15Y
v13b1,D6M,15Y,PB,Portfólio B (TR),0.20865064763558175,0.21453797851080297,0.2988399733385249,-0.31720941999999996,0.4198895027624309,-0.2754,0.1856,181.0,REL_IND_D6M_PB_15Y
v13b1,D6M,15Y,PC,Portfólio C (TR),0.2282345224975146,0.18971289707099212,0.2783837329989763,-0.3884449000000002,0.4530386740331492,-0.327,0.1821,181.0,REL_IND_D6M_PC_15Y
v13b1,D6M,15Y,CDI,CDI (TR),0.00973433065855921,0.0,0.0,0.0,0.0,0.0013,0.0128,181.0,REL_IND_D6M_CDI_15Y
v13b1,D6M,15Y,IBOV,Ibovespa (TR),0.20883482969102887,-0.1068412113134137,-0.15686807620242066,-0.4283659685685468,0.4530386740331492,-0.299,0.1697,181.0,REL_IND_D6M_IBOV_15Y
v13b1,D6M,15Y,SP500_PR,S&P 500 BRL (Price Return),0.1666795545587969,0.6766876059233768,1.1498045276111497,-0.2712857466321319,0.35911602209944754,-0.1359,0.1763,181.0,REL_IND_D6M_SP500_PR_15Y
v13b1,D6M,15Y,SP500_TR,S&P 500 BRL (Total Return),0.16725443222111006,0.7880390673018877,1.3513270165909388,-0.2624106304995525,0.34806629834254144,-0.1349,0.1777,181.0,REL_IND_D6M_SP500_TR_15Y
v13b1,D6M,20Y,PA,Portfólio A (TR),0.19460931837062811,0.21026843303212953,0.2989442992345708,-0.39683296891332465,0.3983402489626556,-0.2379,0.1674,241.0,REL_IND_D6M_PA_20Y
v13b1,D6M,20Y,PB,Portfólio B (TR),0.22221429371656137,0.2887277390683465,0.3766362881979074,-0.4753155348331688,0.3817427385892116,-0.2787,0.1777,241.0,REL_IND_D6M_PB_20Y
v13b1,D6M,20Y,PC,Portfólio C (TR),0.2511277103148253,0.2392089577549746,0.34927919925157414,-0.5062835861583342,0.43983402489626555,-0.3176,0.2283,241.0,REL_IND_D6M_PC_20Y
v13b1,D6M,20Y,CDI,CDI (TR),0.009778244333246328,0.0,0.0,0.0,0.0,0.0013,0.015,241.0,REL_IND_D6M_CDI_20Y
v13b1,D6M,20Y,IBOV,Ibovespa (TR),0.22018268106618596,0.03365415814509875,0.048476967420028064,-0.4958952492027715,0.42738589211618255,-0.299,0.1697,241.0,REL_IND_D6M_IBOV_20Y
v13b1,D6M,20Y,SP500_PR,S&P 500 BRL (Price Return),0.16590590714286294,0.24847632346408222,0.41066450163629975,-0.42783294191088805,0.4024896265560166,-0.1359,0.1763,241.0,REL_IND_D6M_SP500_PR_20Y
v13b1,D6M,20Y,SP500_TR,S&P 500 BRL (Total Return),0.16634448480955422,0.36418965630444433,0.6133299932285932,-0.40034136106377594,0.3900414937759336,-0.1349,0.1777,241.0,REL_IND_D6M_SP500_TR_20Y
v13b1,D6M,25Y,PA,Portfólio A (TR),0.21595704059078713,0.30612364504447964,0.46724986874857416,-0.4366436444009204,0.4219269102990033,-0.2467,0.217,301.0,REL_IND_D6M_PA_25Y
v13b1,D6M,25Y,PB,Portfólio B (TR),0.2260166229914042,0.27309635087818573,0.3867113217955896,-0.5249750677558477,0.39867109634551495,-0.2736,0.2078,301.0,REL_IND_D6M_PB_25Y
v13b1,D6M,25Y,PC,Portfólio C (TR),0.2595489838379177,0.2954896459495728,0.4421686972360204,-0.5534695958751514,0.42524916943521596,-0.3244,0.2304,301.0,REL_IND_D6M_PC_25Y
v13b1,D6M,25Y,CDI,CDI (TR),0.012836658780145001,0.0,0.0,0.0,0.0,0.0013,0.0208,301.0,REL_IND_D6M_CDI_25Y
v13b1,D6M,25Y,IBOV,Ibovespa (TR),0.2372960619576271,-0.0028072116958647226,-0.004155412843854143,-0.5120653258370313,0.43853820598006643,-0.299,0.1792,301.0,REL_IND_D6M_IBOV_25Y
v13b1,D6M,25Y,SP500_PR,S&P 500 BRL (Price Return),0.16824538244763262,0.026583671952785853,0.04418996809236562,-0.5067819433416055,0.4186046511627907,-0.1359,0.1763,301.0,REL_IND_D6M_SP500_PR_25Y
v13b1,D6M,25Y,SP500_TR,S&P 500 BRL (Total Return),0.16867197176709786,0.13691310522618222,0.23158897795129088,-0.4582229655464428,0.40863787375415284,-0.1349,0.1777,301.0,REL_IND_D6M_SP500_TR_25Y
v13b1,D12M,5Y,PA,Portfólio A (TR),0.2071332684173305,0.23793545921408693,0.3315291045635076,-0.22930000000000006,0.4262295081967213,-0.2293,0.1811,61.0,REL_IND_D12M_PA_5Y
v13b1,D12M,5Y,PB,Portfólio B (TR),0.2225878872288059,0.10831249077789874,0.13901837106172438,-0.26360000000000006,0.4426229508196721,-0.2636,0.1728,61.0,REL_IND_D12M_PB_5Y
